Time (t),f1_t,f2_t,f3_t,f4_t,f5_t,f6_t,f7_t,f8_t,f9_t,f10_t,f11_t,f12_t,f13_t,f14_t,f15_t,f16_t,f17_t,f18_t,f19_t,f20_t,f21_t,f22_t,f23_t,f24_t,f25_t,f26_t,f27_t,f28_t,f29_t,f30_t,Output,,,,,,
354,60.01,60.11,60,60.13,60.14,60.03,60.15,60.04,60.1,60.04,60.12,60.01,60.01,60.09,60.15,60.11,60.12,60.04,60.14,60,60.1,60.06,60.08,60.06,60.08,60.02,60.08,60.1,60.02,60.01,IAO_H_LB,,,,,,
355,60.02,60.11,60.14,60.04,60.01,60.11,60.13,60.14,60.14,60.01,60.07,60.02,60.13,60,60.09,60.11,60.15,60.07,60.12,60.04,60.13,60.01,60.07,60.04,60,60.06,60.07,60.15,60.14,60.1,IAO_H_LB,,,,,,
356,60.11,60.09,60.04,60,60.14,60.07,60.08,60.06,60.04,60.04,60.1,60.05,60.02,60.04,60,60.11,60.02,60.02,60.15,60.07,60.01,60.05,60.03,60.02,60.15,60.11,60.05,60.09,60.02,60.01,IAO_H_LB,,,,,,
357,60.1,60.02,60.11,60.04,60.1,60.03,60.08,60.07,60.06,60.13,60.05,60.06,60.05,60.13,60.02,60.09,60.01,60.12,60.02,60.02,60.09,60.04,60.1,60.01,60.14,60.06,60.11,60.04,60.09,60.12,IAO_H_LB,,,,,,
358,60.05,60.12,60.03,60.03,60.03,60.1,60.04,60.13,60.12,60.03,60,60.07,60.07,60.02,60.03,60.01,60.11,60.13,60,60.13,60.1,60.07,60.01,60.06,60.07,60.02,60.04,60.09,60.11,60.1,IAO_H_LB,,,,,,
359,60.12,60.13,60.12,60.13,60.02,60.13,60.08,60.04,60.01,60.12,60.02,60.05,60.08,60.03,60,60.07,60.06,60.02,60.08,60.01,60.12,60.01,60.1,60.05,60.03,60.02,60.04,60.14,60.1,60.14,IAO_H_LB,,,,,,
360,60.27,60.85,60.75,60.82,60.99,60.22,60.96,60.76,60.19,60.95,60.16,60.69,60.53,60.38,60.67,60.41,60.38,60.9,60.64,60.41,60.98,60.32,60.19,60.94,60.2,60.74,60.25,60.49,60.79,60.26,IOA_H_UB,,,,,,
361,60.66,60.24,60.21,60.66,60.76,60.53,60.61,60.4,60.22,60.72,60.34,60.15,60.2,60.67,60.69,60.9,60.65,60.85,60.45,60.75,60.22,60.3,60.45,60.88,60.71,60.27,60.28,60.94,60.99,60.98,IOA_H_UB,,,IOA_H_UB: 60.15->61 that lasts for 120 s,,,
362,60.57,60.26,60.33,60.28,60.9,60.37,60.2,60.68,60.81,60.2,60.55,60.82,60.63,60.99,61,60.5,60.96,60.48,60.95,60.29,60.88,60.31,60.94,60.55,60.73,60.99,60.9,60.18,60.82,60.89,IOA_H_UB,,,,,,
363,60.55,60.46,60.5,60.21,60.52,60.96,60.43,60.24,60.81,60.8,60.43,60.36,60.75,60.21,60.28,60.74,60.88,60.89,60.45,60.25,60.98,60.52,60.83,60.22,60.42,60.21,60.73,60.75,60.9,60.22,IOA_H_UB,,,,,,
364,60.74,60.59,60.16,60.41,60.33,60.68,60.34,60.67,60.58,60.68,60.49,60.32,60.43,60.37,60.82,60.78,60.52,60.27,60.36,60.18,60.36,60.68,60.82,60.28,61,60.7,60.49,60.32,60.69,60.93,IOA_H_UB,,,,,,
365,60.63,60.9,60.88,60.6,60.63,60.8,60.23,60.9,60.62,60.37,60.4,60.81,60.97,60.3,60.44,60.61,60.27,60.64,60.83,60.2,60.73,60.54,60.57,60.79,60.71,60.92,60.95,60.47,60.62,60.6,IOA_H_UB,,,,,,
366,60.3,60.34,60.91,60.61,60.47,60.95,60.98,60.16,60.77,60.74,60.41,60.22,60.61,60.88,60.27,60.17,60.92,60.33,60.2,60.88,60.32,60.61,60.53,60.53,60.41,60.69,60.39,60.88,60.62,60.52,IOA_H_UB,,,,,,
367,60.26,60.15,60.34,60.56,60.84,60.72,60.66,60.2,60.74,60.31,60.47,60.33,60.66,60.84,60.66,60.26,60.58,60.47,60.87,60.8,60.86,60.22,60.77,60.17,60.71,60.91,60.52,60.99,60.49,60.2,IOA_H_UB,,,,,,
368,60.93,60.29,60.73,60.43,60.35,60.86,60.4,60.58,60.37,60.68,60.89,60.88,60.59,60.21,60.56,60.93,60.98,60.99,60.34,60.98,60.84,60.97,60.27,60.17,60.6,60.54,60.3,60.9,60.69,60.82,IOA_H_UB,,,,,,
369,60.65,60.78,60.83,60.77,60.86,60.58,60.62,60.51,60.81,60.73,60.56,60.3,60.37,60.4,60.81,60.67,60.6,60.48,60.25,60.28,60.9,60.73,60.65,60.57,60.38,60.25,60.58,60.46,60.48,60.69,IOA_H_UB,,,,,,
370,60.4,60.65,60.48,60.74,60.82,60.33,60.46,60.17,60.86,60.75,60.8,60.96,60.15,60.48,60.58,60.59,60.57,60.72,60.2,60.18,60.62,60.22,60.49,60.92,60.24,60.95,60.91,60.67,60.29,60.78,IOA_H_UB,,,,,,
371,60.19,60.21,60.66,60.9,60.7,60.74,60.99,60.32,60.27,60.42,60.83,60.32,60.38,60.53,60.29,60.44,60.83,60.61,60.77,60.33,60.43,60.92,60.16,60.3,60.15,60.86,60.27,60.64,60.53,60.95,IOA_H_UB,,,,,,
372,60.77,60.62,60.36,60.4,60.83,60.44,60.99,60.66,60.55,60.87,60.62,60.44,60.25,60.61,60.27,60.78,60.92,60.99,60.58,60.83,60.39,60.92,60.47,60.36,60.4,60.91,60.96,60.68,60.39,60.25,IOA_H_UB,,,,,,
373,60.82,60.42,60.16,60.29,60.53,60.62,61,60.65,60.47,60.74,60.76,60.28,60.81,60.87,60.58,60.66,61,60.88,60.42,60.95,60.21,60.66,60.4,60.35,60.96,60.46,60.47,60.99,60.59,60.3,IOA_H_UB,,,,,,
374,60.45,60.45,60.51,60.36,60.37,60.19,60.92,60.47,60.61,60.54,60.42,60.93,60.98,60.2,60.95,60.71,60.99,60.68,60.56,60.15,60.49,60.64,60.51,60.4,60.51,60.33,60.43,60.69,60.2,60.48,IOA_H_UB,,,,,,
375,60.68,60.16,60.4,60.98,60.64,60.8,60.36,60.5,60.44,60.73,60.49,60.93,60.25,60.45,60.23,60.66,60.64,60.77,60.41,60.55,60.68,60.67,60.79,60.44,60.77,60.78,60.28,60.54,60.51,60.23,IOA_H_UB,,,,,,
376,60.57,60.76,60.62,60.32,60.96,60.74,60.76,60.16,60.91,60.82,60.85,60.64,60.37,60.3,60.6,60.31,60.28,60.4,60.72,60.96,60.73,60.62,60.56,60.8,60.5,60.15,60.44,60.46,60.86,60.26,IOA_H_UB,,,,,,
377,60.89,60.43,61,60.21,60.63,60.45,60.87,60.78,60.67,60.51,60.29,60.56,60.25,60.61,60.88,60.96,60.86,60.66,60.99,60.49,60.91,60.59,60.33,60.51,60.99,60.2,60.88,60.76,60.58,60.79,IOA_H_UB,,,,,,
378,60.18,60.55,60.81,60.44,60.67,60.42,60.21,60.32,60.72,60.85,60.92,60.41,60.32,60.71,60.5,60.18,60.16,60.84,60.53,60.58,60.92,60.83,60.37,60.65,60.44,60.87,60.84,60.35,60.77,60.43,IOA_H_UB,,,,,,
379,60.83,60.87,60.64,60.47,60.46,60.27,60.8,60.4,60.3,60.77,60.91,60.35,60.58,60.66,61,60.9,60.36,60.64,60.68,60.33,60.48,60.16,60.15,60.45,60.34,60.98,60.69,60.62,60.2,60.61,IOA_H_UB,,,,,,
380,60.48,60.54,60.38,60.62,60.18,60.65,60.69,60.75,60.86,60.15,60.78,60.27,60.57,60.48,60.24,60.25,60.64,60.73,60.5,60.27,60.18,60.81,60.33,60.53,60.89,60.42,60.37,60.84,60.76,61,IOA_H_UB,,,,,,
381,60.19,60.53,60.32,60.94,60.74,60.62,60.31,60.82,60.7,60.71,60.4,60.5,60.83,60.87,60.79,60.64,60.52,60.42,60.78,60.73,60.21,60.24,60.21,60.63,60.9,60.63,60.92,60.43,60.18,60.89,IOA_H_UB,,,,,,
382,60.43,60.19,60.66,60.73,60.63,60.27,60.22,60.27,60.77,60.55,60.43,60.58,60.84,60.39,60.5,60.53,60.86,60.26,60.49,60.7,60.32,60.76,60.44,60.35,60.31,60.86,60.82,60.57,60.33,60.98,IOA_H_UB,,,,,,
383,60.97,60.99,60.92,60.92,60.44,60.85,60.89,60.56,60.4,60.38,60.31,60.21,60.81,60.76,60.6,60.44,60.78,60.62,60.57,60.16,60.64,60.41,60.94,60.35,60.67,60.83,60.76,60.44,60.89,60.9,IOA_H_UB,,,,,,
384,60.31,60.89,60.8,60.91,60.8,60.43,60.75,60.4,60.84,60.61,60.33,60.83,60.91,60.22,60.63,60.57,60.78,60.69,60.49,60.76,60.69,60.98,60.24,60.63,60.74,60.89,60.88,61,60.91,60.73,IOA_H_UB,,,,,,
385,60.87,60.67,60.28,60.61,60.48,60.56,60.61,60.18,60.69,60.69,60.64,60.37,60.23,60.72,60.71,60.81,60.51,60.36,60.79,60.17,60.26,60.62,60.16,60.98,60.78,60.84,60.15,60.29,60.5,60.48,IOA_H_UB,,,,,,
386,60.82,60.29,60.84,60.32,60.94,60.52,60.21,60.43,60.96,60.59,60.87,60.41,60.51,60.94,60.23,60.24,60.66,60.71,60.3,60.83,60.96,60.59,60.53,60.15,60.72,60.47,60.44,60.98,60.91,61,IOA_H_UB,,,,,,
387,60.96,60.88,60.58,60.65,61,60.24,60.78,60.84,60.89,60.46,60.29,60.37,60.39,60.99,60.92,60.35,60.43,60.16,60.85,60.58,60.52,60.29,60.33,60.68,60.77,60.16,60.15,60.42,60.96,60.81,IOA_H_UB,,,,,,
388,60.67,60.24,60.43,60.87,60.92,60.23,60.36,60.92,60.83,60.78,60.38,60.94,60.24,60.48,60.75,60.95,60.68,60.79,60.5,60.94,60.73,60.15,60.76,60.9,60.33,60.45,60.32,60.52,60.84,60.37,IOA_H_UB,,,,,,
389,60.58,60.23,60.27,60.84,61,60.89,60.68,60.49,60.34,60.97,60.83,60.77,60.99,60.46,60.51,60.89,60.27,60.59,60.64,60.78,60.7,60.35,60.39,60.29,60.96,60.3,60.87,60.28,60.82,60.57,IOA_H_UB,,,,,,
390,60.5,60.22,60.55,60.39,60.85,60.79,60.91,60.44,60.87,60.78,60.31,60.16,60.85,60.15,60.48,60.45,60.35,60.98,60.86,60.81,60.33,61,60.52,60.24,60.21,60.87,60.36,60.22,60.19,60.42,IOA_H_UB,,,,,,
391,60.3,60.86,60.5,60.93,60.17,60.71,60.96,60.92,60.72,60.4,60.99,60.59,60.93,60.93,60.2,60.6,60.63,60.23,60.41,60.69,60.83,60.57,60.52,60.45,60.15,60.66,61,60.54,60.85,60.55,IOA_H_UB,,,,,,
392,60.16,60.95,60.48,60.78,60.96,60.88,60.17,60.63,60.36,60.71,60.2,60.46,60.53,60.91,60.71,60.41,60.85,60.5,60.63,60.46,60.2,60.77,60.93,60.66,60.22,60.84,60.55,60.15,60.53,60.68,IOA_H_UB,,,,,,
393,60.51,60.56,60.87,60.29,60.52,60.83,60.71,60.71,60.63,60.66,60.5,60.77,60.39,60.89,60.48,60.81,60.57,60.98,60.4,60.87,60.62,60.59,60.16,60.99,60.96,60.62,60.32,60.54,60.91,60.84,IOA_H_UB,,,,,,
394,60.36,60.17,60.56,60.67,60.7,60.34,60.23,60.47,60.89,60.47,60.8,60.61,60.18,60.59,60.88,60.65,60.57,60.3,60.18,60.66,60.43,60.51,60.21,60.62,60.64,60.19,60.2,60.99,60.3,60.16,IOA_H_UB,,,,,,
395,60.84,60.18,60.32,60.53,60.68,60.66,60.9,60.88,60.9,60.33,60.37,60.24,60.23,60.73,60.54,60.45,60.71,60.18,60.28,60.25,60.43,60.65,60.94,60.67,60.74,60.29,60.84,60.46,60.58,60.24,IOA_H_UB,,,,,,
396,60.91,60.56,60.96,60.83,60.66,60.66,60.56,60.53,60.35,60.87,60.56,60.44,60.46,60.49,60.67,60.35,60.43,60.75,60.54,60.8,60.18,60.64,60.66,60.33,60.43,60.63,60.18,60.35,60.52,60.18,IOA_H_UB,,,,,,
397,60.51,60.73,60.22,60.27,60.55,60.4,60.71,60.86,60.55,60.88,60.39,60.15,60.91,60.95,60.38,60.45,60.97,60.65,60.69,60.38,60.95,60.71,60.17,60.83,60.84,60.73,60.93,60.98,60.63,60.37,IOA_H_UB,,,,,,
398,60.25,60.98,60.39,60.62,60.83,60.76,60.72,60.19,60.2,60.25,60.37,60.95,60.34,60.5,60.48,60.76,60.93,60.46,60.74,60.81,60.96,60.91,60.86,60.88,60.66,60.47,60.81,60.93,60.34,60.97,IOA_H_UB,,,,,,
399,60.71,60.68,60.47,60.54,60.2,60.84,60.61,60.26,60.22,60.8,60.62,60.26,60.25,60.83,60.8,60.4,60.65,60.91,60.35,60.78,60.25,60.28,60.49,60.56,60.74,60.47,60.21,60.16,60.45,60.19,IOA_H_UB,,,,,,
400,60.51,60.54,60.48,60.92,60.42,60.62,60.78,60.92,60.3,60.76,60.68,60.88,60.29,60.83,60.71,60.68,60.82,60.47,60.38,60.96,60.29,60.21,60.24,60.5,60.56,60.46,60.9,60.2,60.74,60.94,IOA_H_UB,,,,,,
401,60.92,60.27,60.85,60.66,60.86,60.88,60.44,60.54,60.52,60.17,60.34,60.36,60.74,60.34,60.76,60.3,60.85,60.36,60.3,60.24,60.46,60.74,60.15,60.53,60.76,60.92,60.83,60.47,60.47,60.97,IOA_H_UB,,,,,,
402,60.84,60.46,60.66,60.66,60.22,60.2,60.45,60.2,60.58,60.65,60.15,60.68,60.69,60.74,60.33,60.24,60.82,60.19,60.6,60.23,60.23,60.29,60.28,60.52,60.98,60.92,60.76,60.49,60.78,60.29,IOA_H_UB,,,,,,
403,60.87,60.47,60.75,60.9,60.41,60.4,60.73,60.61,60.39,60.64,60.15,60.33,60.56,60.82,60.62,60.77,60.46,60.16,60.21,60.56,60.75,60.61,60.31,60.8,60.41,60.37,60.19,60.9,60.77,60.67,IOA_H_UB,,,,,,
404,60.93,60.81,60.25,60.19,60.74,60.88,60.87,60.4,60.53,60.69,60.86,60.51,60.33,60.81,60.65,60.79,60.69,60.63,60.62,60.36,60.82,60.7,60.69,60.25,60.25,60.75,60.66,60.88,60.36,60.5,IOA_H_UB,,,,,,
405,60.5,60.31,60.29,60.81,60.27,60.58,60.3,60.58,60.73,60.33,60.58,60.96,60.92,60.33,60.97,60.65,60.93,60.4,60.28,60.16,60.76,60.66,60.58,60.8,60.72,60.87,60.42,60.76,60.77,60.2,IOA_H_UB,,,,,,
406,60.57,60.91,60.99,60.28,60.37,60.59,60.2,60.68,60.32,60.85,60.19,60.9,60.96,60.49,60.42,60.5,60.61,60.58,60.96,60.57,60.88,60.48,60.78,60.57,60.43,60.18,60.68,60.71,60.2,60.52,IOA_H_UB,,,,,,
407,60.19,60.36,60.33,60.55,60.65,60.17,60.19,60.2,60.96,60.52,60.26,60.22,60.54,60.16,60.72,60.73,60.4,60.15,60.27,60.39,60.58,60.89,60.72,60.21,60.57,60.2,60.94,60.16,60.18,60.29,IOA_H_UB,,,,,,
408,60.83,60.41,60.4,60.85,60.38,60.4,60.29,60.86,60.4,60.64,60.25,60.66,60.15,60.9,60.4,60.79,60.64,60.28,60.2,60.47,61,60.93,60.57,60.18,60.37,60.51,60.83,60.22,60.24,60.89,IOA_H_UB,,,,,,
409,60.17,60.36,60.26,60.64,60.8,60.92,60.88,60.41,60.99,60.91,60.27,60.81,60.97,60.25,60.67,60.31,60.41,60.5,60.94,60.74,60.43,60.63,60.65,60.72,60.31,60.83,60.24,60.92,60.26,60.94,IOA_H_UB,,,,,,
410,60.82,60.55,60.45,60.52,60.49,60.64,60.96,60.35,60.38,60.22,60.91,60.49,60.82,60.36,60.42,60.43,60.57,60.84,60.99,60.38,60.23,60.68,60.81,60.26,60.28,60.56,60.32,60.87,60.88,60.21,IOA_H_UB,,,,,,
411,61,60.29,60.33,60.67,60.38,60.36,60.72,60.26,60.15,60.77,60.44,60.66,60.77,60.98,60.76,60.85,60.9,60.2,60.5,60.3,60.55,60.24,60.21,60.41,60.83,60.17,60.73,60.16,60.27,60.37,IOA_H_UB,,,,,,
412,60.85,60.77,60.61,60.19,60.56,60.25,60.16,60.16,60.94,60.75,60.93,60.35,60.64,60.4,60.57,60.28,60.58,60.95,60.46,60.46,60.58,60.51,60.4,60.26,60.4,60.16,60.18,60.86,60.28,60.64,IOA_H_UB,,,,,,
413,60.96,60.58,60.81,60.33,60.9,60.24,60.51,60.95,60.6,60.19,60.43,60.52,60.86,60.75,60.77,60.93,60.78,60.2,60.54,60.24,60.47,61,60.67,60.52,60.67,60.7,60.4,60.89,60.63,60.59,IOA_H_UB,,,,,,
414,60.68,60.17,60.94,60.37,60.94,60.2,60.75,60.75,60.47,60.86,60.49,60.58,60.94,60.33,60.19,60.75,60.52,60.68,60.65,60.36,60.91,60.48,60.37,60.5,60.65,60.42,60.95,60.77,60.24,60.43,IOA_H_UB,,,,,,
415,60.26,60.9,60.76,60.35,60.69,60.33,60.21,60.54,60.29,60.95,60.96,60.59,60.65,60.43,60.79,60.73,60.77,60.85,60.79,60.78,60.2,60.92,60.94,60.51,60.25,60.3,60.77,60.57,60.7,60.73,IOA_H_UB,,,,,,
416,60.8,60.52,60.75,60.74,60.31,60.4,60.66,60.29,60.82,60.31,60.32,60.22,60.91,60.47,60.33,60.7,60.79,60.96,60.87,60.9,60.31,60.37,60.76,60.34,60.3,60.83,60.29,60.88,60.16,60.43,IOA_H_UB,,,,,,
417,60.4,60.99,60.85,60.89,60.37,60.89,60.38,60.55,60.9,60.92,60.59,60.74,60.67,60.74,60.6,60.47,60.91,60.15,60.52,60.99,60.43,60.74,60.85,60.87,60.91,60.53,60.84,60.15,60.87,60.39,IOA_H_UB,,,,,,
418,60.87,60.73,60.48,60.47,60.31,61,60.56,60.5,60.67,60.57,60.3,60.39,60.44,60.79,60.74,60.91,60.37,60.64,60.19,60.75,60.42,60.42,60.88,60.55,60.67,60.23,60.76,60.75,61,60.52,IOA_H_UB,,,,,,
419,60.62,60.57,60.6,60.94,60.36,60.73,60.82,60.59,60.83,60.19,60.47,60.86,60.36,60.16,60.96,60.62,60.6,60.54,60.79,60.49,60.78,60.37,60.52,60.34,60.41,60.9,60.52,60.21,60.87,60.56,IOA_H_UB,,,,,,
420,60.44,60.97,60.16,60.45,60.3,60.26,60.57,61,60.52,60.83,60.5,60.47,60.67,60.52,60.73,60.81,60.8,60.3,60.86,60.49,60.4,60.7,61,60.45,60.95,60.46,60.28,60.84,60.36,60.81,IOA_H_UB,,,,,,
421,60.28,60.33,60.39,60.37,60.16,60.56,60.9,60.42,60.79,60.53,60.83,60.85,60.42,60.8,60.87,60.72,60.2,60.78,60.44,60.84,60.38,60.37,60.56,60.54,60.51,60.8,60.4,60.18,60.73,60.44,IOA_H_UB,,,,,,
422,60.96,60.88,60.88,60.75,60.62,60.46,60.95,60.18,60.82,60.86,60.15,60.43,60.49,60.83,60.83,60.2,60.17,60.32,60.45,60.23,60.73,60.21,60.26,60.78,60.96,60.22,60.23,60.77,60.86,60.66,IOA_H_UB,,,,,,
423,60.54,60.34,60.76,60.17,60.32,60.57,60.28,60.6,60.89,60.5,60.31,60.43,60.9,60.79,60.73,60.75,60.71,60.22,60.39,60.53,60.4,60.75,60.36,60.48,60.44,60.3,60.32,60.6,60.58,60.62,IOA_H_UB,,,,,,
424,60.96,60.65,60.19,60.18,60.62,60.4,60.15,60.41,60.53,60.88,60.68,60.7,60.21,60.86,60.34,60.49,60.54,60.45,60.47,60.96,61,60.85,60.29,60.18,60.51,60.29,60.45,60.71,60.26,60.44,IOA_H_UB,,,,,,
425,60.33,60.46,60.28,60.69,60.5,60.45,60.29,60.45,60.67,60.61,60.24,60.84,60.81,60.23,60.4,60.84,60.72,60.83,60.76,60.77,60.26,60.99,60.57,60.69,60.8,60.54,60.5,60.8,60.27,60.46,IOA_H_UB,,,,,,
426,60.53,60.31,60.89,60.4,60.28,60.27,60.17,60.88,60.45,60.25,60.83,60.57,60.89,60.75,60.85,60.88,60.46,60.48,60.27,60.22,60.72,60.17,60.56,60.9,60.87,60.44,60.7,60.95,60.24,60.29,IOA_H_UB,,,,,,
427,60.96,60.36,60.38,60.3,60.27,60.36,60.22,60.99,60.57,60.19,60.26,60.27,60.65,60.99,60.24,60.34,60.59,60.17,60.61,60.32,60.9,60.46,60.19,60.78,60.72,60.17,60.98,60.94,60.84,60.45,IOA_H_UB,,,,,,
428,60.8,60.2,60.93,60.7,60.58,60.17,60.89,60.26,60.18,60.39,60.34,60.91,60.74,60.27,60.3,60.81,60.77,60.17,60.53,60.46,60.46,60.92,60.2,60.41,60.88,60.26,60.37,60.38,60.32,60.92,IOA_H_UB,,,,,,
429,60.98,60.96,60.55,60.55,60.34,60.57,60.96,60.72,60.24,60.37,60.2,60.47,60.9,60.65,60.28,60.29,60.22,60.72,60.26,60.33,60.68,60.73,60.42,60.96,60.72,60.96,60.68,60.98,60.71,60.27,IOA_H_UB,,,,,,
430,60.88,60.7,60.86,60.72,60.16,60.53,60.25,60.68,60.67,60.71,60.94,60.46,60.22,60.59,60.82,60.17,60.38,60.67,60.36,60.69,60.36,60.17,60.71,60.71,60.94,60.75,60.75,60.85,60.15,60.16,IOA_H_UB,,,,,,
431,60.17,60.84,60.94,60.37,60.24,60.38,60.61,60.99,60.6,60.43,60.42,60.74,60.53,60.75,60.37,60.46,60.48,60.47,60.47,60.48,60.25,60.75,60.96,60.4,60.85,60.49,60.54,60.74,60.93,60.19,IOA_H_UB,,,,,,
432,60.56,60.89,60.78,60.97,60.47,60.88,60.85,60.59,60.96,60.2,60.4,60.96,60.29,60.83,60.87,60.86,60.6,60.4,60.91,60.78,60.3,60.55,60.47,60.47,60.8,60.93,60.25,60.75,60.41,60.42,IOA_H_UB,,,,,,
433,60.53,60.92,60.92,60.32,60.68,60.69,60.61,60.63,60.39,60.42,60.29,60.71,60.45,60.63,60.41,60.64,60.68,60.97,60.2,60.15,60.89,60.31,60.59,60.31,60.67,61,60.5,60.63,60.88,60.5,IOA_H_UB,,,,,,
434,60.72,60.33,60.49,61,60.62,60.33,60.65,60.24,60.55,60.54,60.75,60.68,60.56,60.46,60.86,60.45,60.78,60.73,60.94,60.87,60.44,60.7,60.85,60.47,60.89,60.9,60.75,60.59,60.2,60.38,IOA_H_UB,,,,,,
435,60.72,60.56,60.4,60.69,60.96,60.86,60.62,60.25,60.76,60.93,60.62,60.18,60.24,60.65,60.64,60.32,60.7,60.36,60.43,60.74,60.17,60.9,60.25,60.63,60.41,60.79,60.82,60.19,60.21,60.21,IOA_H_UB,,,,,,
436,60.67,60.78,60.95,60.62,60.88,60.33,60.37,60.18,60.76,60.46,60.51,60.66,60.9,60.6,60.29,60.92,60.69,60.47,60.38,60.52,60.87,60.9,60.51,60.45,60.21,60.16,60.19,60.24,60.65,60.35,IOA_H_UB,,,,,,
437,60.29,60.25,60.91,60.51,60.21,60.64,60.15,60.49,60.16,60.16,60.95,60.25,60.43,60.71,60.79,60.71,60.83,60.54,60.33,60.87,60.97,60.92,60.41,60.51,60.18,60.71,60.99,60.81,60.5,60.2,IOA_H_UB,,,,,,
438,60.56,60.52,60.68,60.88,60.95,60.26,60.56,60.9,60.46,60.89,60.21,60.83,60.85,60.67,60.51,60.61,60.62,60.33,60.32,60.98,60.87,60.83,60.73,60.35,60.82,60.65,60.64,60.62,60.86,60.54,IOA_H_UB,,,,,,
439,60.29,60.2,60.59,60.83,60.64,60.54,60.54,60.57,60.17,61,60.83,60.39,60.19,60.9,60.98,60.91,60.85,60.86,61,60.33,60.87,60.38,60.19,60.35,60.65,60.73,60.56,60.39,60.7,60.96,IOA_H_UB,,,,,,
440,60.49,60.51,60.42,61,60.81,60.4,60.7,60.25,60.49,60.94,60.81,60.98,61,60.77,60.44,60.35,60.85,60.43,60.48,60.57,60.25,60.69,60.15,60.25,60.55,60.43,60.47,60.79,60.24,60.74,IOA_H_UB,,,,,,
441,60.44,60.87,60.82,60.35,60.86,60.34,60.3,60.43,60.19,60.69,60.58,60.35,60.82,60.91,60.78,60.72,60.66,60.6,60.96,60.48,60.37,60.58,60.28,60.59,60.97,60.71,60.48,60.75,60.15,60.57,IOA_H_UB,,,,,,
442,60.5,60.9,60.24,60.16,60.2,60.34,60.28,60.42,60.71,60.59,60.53,60.43,60.32,60.74,60.44,60.26,60.97,60.96,60.46,60.78,60.71,60.88,60.73,60.58,60.53,60.73,60.95,60.19,60.83,60.89,IOA_H_UB,,,,,,
443,60.63,60.48,60.48,60.57,60.74,60.82,60.9,60.68,60.7,60.63,60.56,60.66,60.67,60.76,60.52,60.88,60.18,60.42,60.9,60.77,60.16,60.44,60.64,60.32,60.58,60.19,60.15,60.63,60.82,60.66,IOA_H_UB,,,,,,
444,60.55,60.98,60.78,60.16,60.37,60.5,60.66,60.98,60.62,60.61,60.23,60.91,60.5,60.43,60.7,60.21,60.29,60.97,60.46,60.81,60.15,60.86,60.62,60.41,60.97,60.82,60.66,60.16,60.76,60.29,IOA_H_UB,,,,,,
445,60.66,60.48,60.39,60.63,60.59,60.47,60.43,60.59,60.49,60.29,60.71,60.38,60.3,60.67,60.15,60.3,60.26,60.29,60.33,60.49,60.97,60.65,60.9,60.44,60.6,60.27,60.81,60.64,60.62,60.26,IOA_H_UB,,,,,,
446,60.59,60.75,60.77,60.44,60.94,60.17,60.89,60.61,60.74,60.28,60.82,60.45,60.96,60.72,61,60.61,60.65,60.5,60.88,60.62,60.75,60.72,60.75,60.17,60.32,60.21,60.63,60.76,60.47,60.67,IOA_H_UB,,,,,,
447,60.55,60.79,60.46,60.41,60.76,60.49,60.38,60.56,60.42,60.73,60.46,60.35,60.47,60.26,60.48,60.97,60.67,60.27,60.62,60.92,60.62,60.8,60.8,60.75,60.97,60.21,60.63,60.46,60.79,60.21,IOA_H_UB,,,,,,
448,60.82,60.53,60.93,60.86,60.17,60.88,60.56,60.4,60.28,60.92,60.48,60.51,60.53,60.3,60.54,60.51,60.67,60.19,60.26,60.33,60.17,60.47,60.49,60.61,60.48,60.67,60.38,60.52,60.56,60.83,IOA_H_UB,,,,,,
449,60.91,60.3,60.93,60.43,60.62,60.65,60.49,60.18,60.96,60.47,60.18,60.57,60.38,60.3,60.22,60.91,60.2,60.35,60.88,60.19,60.32,60.45,60.26,60.68,60.29,60.79,60.91,60.6,60.31,60.25,IOA_H_UB,,,,,,
450,60.91,60.53,60.63,60.88,60.45,60.43,60.38,60.64,60.9,60.82,60.47,60.23,60.78,60.63,60.4,60.94,60.81,60.43,60.99,60.54,60.85,60.4,60.6,60.4,60.21,60.35,60.76,60.2,60.4,60.32,IOA_H_UB,,,,,,
451,60.31,60.98,60.85,60.6,60.67,60.96,60.21,60.98,60.22,60.82,60.62,60.48,60.95,60.53,60.3,60.6,60.62,60.62,60.8,60.45,60.73,60.93,60.49,60.72,60.78,60.91,60.48,60.21,60.31,60.61,IOA_H_UB,,,,,,
452,60.63,60.99,60.7,60.6,60.6,60.46,60.98,60.73,60.57,60.4,60.26,60.69,60.3,60.33,61,60.91,60.24,60.69,60.27,60.75,60.22,60.43,60.36,60.73,60.45,60.83,60.32,60.99,60.18,60.16,IOA_H_UB,,,,,,
453,60.34,60.98,60.35,61,60.86,60.63,60.29,60.39,60.96,60.46,60.94,60.85,60.32,60.38,60.2,60.81,60.39,60.75,60.81,60.61,60.51,60.86,60.76,60.87,60.48,60.16,60.54,60.84,60.63,60.93,IOA_H_UB,,,,,,
454,60.82,60.71,60.91,60.32,60.81,60.68,60.94,60.93,60.19,60.88,60.37,60.69,60.97,60.32,60.94,60.16,60.25,60.67,60.34,60.6,60.75,60.77,60.92,61,60.87,60.65,60.46,60.29,60.91,60.84,IOA_H_UB,,,,,,
